block_id,study_rows,test_rows,thisN,thisTrialN,thisRepN,list_id,theme,study_word,language,key_resp_start_set.keys,key_resp_start_set.rt,key_resp_start_set.duration,problem,correct_resp,key_resp.keys,key_resp.rt,key_resp.duration,test_word,word_type,key_resp_start_test.keys,key_resp_start_test.rt,key_resp_start_test.duration,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,distractor_loop.thisRepN,distractor_loop.thisTrialN,distractor_loop.thisN,distractor_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,thisRow.t,notes,piloting,instructions.started,text_instr.started,key_resp_instr.started,instructions.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,start_set.started,text_start_set.started,key_resp_start_set.started,start_set.stopped,blocks_loop.key_resp_start_set.keys,blocks_loop.key_resp_start_set.rt,blocks_loop.key_resp_start_set.duration,study.started,text_study.started,study.stopped,text_study.stopped,timer.started,timer.stopped,distractor.started,text_problem.started,key_resp.started,text_dist_keys.started,distractor.stopped,distractor_loop.key_resp.keys,distractor_loop.key_resp.rt,distractor_loop.key_resp.duration,start_test.started,text_start_test.started,key_resp_start_test.started,start_test.stopped,blocks_loop.key_resp_start_test.keys,blocks_loop.key_resp_start_test.rt,blocks_loop.key_resp_start_test.duration,test.started,text_test.started,key_resp_test.started,text_test_keys.started,test.stopped,test_loop.key_resp_test.keys,test_loop.key_resp_test.corr,test_loop.key_resp_test.rt,test_loop.key_resp_test.duration,end.started,text.started,text.stopped,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
3,24:36,10:15,6,6,0,,,,,space,0.8168641999945976,None,38 - 18 = 19,left,left,1.0294322000117972,None,,,,,,,,,,0,4,4,2,,,,,0,6,6,26,,,,,229.5326761000324,,,,,,,,,,,,,,,,,,,,,,,229.52902430004906,229.5326761000324,229.5326761000324,229.5326761000324,230.5640335000353,left,1.0294322000117972,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,7,7,0,,,,,space,0.8168641999945976,None,18 + 6 = 24,right,right,0.7774130999459885,None,,,,,,,,,,0,4,4,2,,,,,0,7,7,18,,,,,230.56892750004772,,,,,,,,,,,,,,,,,,,,,,,230.56547289999435,230.56892750004772,230.56892750004772,230.56892750004772,231.3518541000085,right,0.7774130999459885,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,8,8,0,,,,,space,0.8168641999945976,None,30 + 44 = 73,left,left,0.8772904999786988,None,,,,,,,,,,0,4,4,2,,,,,0,8,8,25,,,,,231.35716590000084,,,,,,,,,,,,,,,,,,,,,,,231.35318400000688,231.35716590000084,231.35716590000084,231.35716590000084,232.23679380002432,left,0.8772904999786988,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,9,9,0,,,,,space,0.8168641999945976,None,37 + 41 = 78,right,right,1.1047189999953844,None,,,,,,,,,,0,4,4,2,,,,,0,9,9,20,,,,,232.24159690004308,,,,,,,,,,,,,,,,,,,,,,,232.23808570002439,232.24159690004308,232.24159690004308,232.24159690004308,233.35185760003515,right,1.1047189999953844,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,10,10,0,,,,,space,0.8168641999945976,None,17 + 48 = 65,right,right,3.004889899981208,None,,,,,,,,,,0,4,4,2,,,,,0,10,10,5,,,,,233.3571722000488,,,,,,,,,,,,,,,,,,,,,,,233.35316600004444,233.3571722000488,233.3571722000488,233.3571722000488,236.36388990003616,right,3.004889899981208,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,11,11,0,,,,,space,0.8168641999945976,None,25 + 26 = 46,left,None,,,,,,,,,,,,0,4,4,2,,,,,0,11,11,12,,,,,236.36881190002896,,,,,,,,,,,,,,,,,,,,,,,236.36517890001414,236.36881190002896,236.36881190002896,236.36881190002896,236.97272980003618,None,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,0,0,0,3,,,TR,space,0.8168641999945976,None,,right,,,,kış,old,space,1.125885899993591,None,left,0,1.1546497999806888,None,0,4,4,2,,,,,,,,,0,0,0,0,238.11973900004523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.97409160004463,236.9802542999969,236.9802542999969,238.10930870001903,space,1.125885899993591,None,238.1157591000083,238.11973900004523,238.11973900004523,238.11973900004523,239.27915390004637,left,0,1.1546497999806888,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,1,1,0,3,,,TR,space,0.8168641999945976,None,,left,,,,bardak,distractor,space,1.125885899993591,None,left,1,2.0305371999857016,None,0,4,4,2,,,,,,,,,0,1,1,2,239.28391380002722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.28021650004666,239.28391380002722,239.28391380002722,239.28391380002722,241.3155980000156,left,1,2.0305371999857016,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,2,2,0,3,,,TR,space,0.8168641999945976,None,,right,,,,mont,old,space,1.125885899993591,None,left,0,1.1938414000323974,None,0,4,4,2,,,,,,,,,0,2,2,1,241.32031370000914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.316553200013,241.32031370000914,241.32031370000914,241.32031370000914,242.51539640000556,left,0,1.1938414000323974,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,3,3,0,3,,,TR,space,0.8168641999945976,None,,left,,,,soğuk,critical_lure,space,1.125885899993591,None,right,0,0.6368884000112303,None,0,4,4,2,,,,,,,,,0,3,3,4,242.52546960004838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.5178495,242.52546960004838,242.52546960004838,242.52546960004838,243.16378270002315,right,0,0.6368884000112303,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,4,4,0,3,,,TR,space,0.8168641999945976,None,,left,,,,kağıt,distractor,space,1.125885899993591,None,left,1,1.1912822999875061,None,0,4,4,2,,,,,,,,,0,4,4,3,243.17077160003828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.16496530000586,243.17077160003828,243.17077160003828,243.17077160003828,244.3637754000374,left,1,1.1912822999875061,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
3,24:36,10:15,4,4,0,,,,,space,0.8168641999945976,None,,,,,,,,space,1.125885899993591,None,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,0,0,0,2,tatlı,şeker,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,0,0,0,,,,,,,,,245.18626320001204,,,,,,,,,,244.36472760001197,244.37029990000883,244.37029990000883,245.17140630003996,space,0.79989939997904,None,245.1805576000479,245.18626320001204,246.67296789999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,1,1,0,2,tatlı,çikolata,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,1,1,1,,,,,,,,,246.6774795000092,,,,,,,,,,,,,,,,,246.6751797000179,246.6774795000092,248.16362560004927,248.16863540001214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,2,2,0,2,tatlı,pasta,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,2,2,2,,,,,,,,,248.16863540001214,,,,,,,,,,,,,,,,,248.16465410002274,248.16863540001214,249.6544702000101,249.6594085000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,3,3,0,2,tatlı,bal,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,3,3,3,,,,,,,,,249.6594085000106,,,,,,,,,,,,,,,,,249.65537100000074,249.6655137000489,251.1518610000494,251.1564178999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,4,4,0,2,tatlı,reçel,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,4,4,4,,,,,,,,,251.1564178999979,,,,,,,,,,,,,,,,,251.15298690000782,251.16251490003197,252.64839410001878,252.653396800044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,5,5,0,2,tatlı,kek,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,5,5,5,,,,,,,,,252.653396800044,,,,,,,,,,,,,,,,,252.64930020004977,252.6670001000166,254.1518480000086,254.156466800021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,6,6,0,2,tatlı,kurabiye,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,6,6,6,,,,,,,,,254.156466800021,,,,,,,,,,,,,,,,,254.1529145000386,254.1624545000377,255.64865490002558,255.65330540004652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,7,7,0,2,tatlı,dondurma,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,7,7,7,,,,,,,,,255.65330540004652,,,,,,,,,,,,,,,,,255.64972099999432,255.66633420001017,257.1514090000419,257.1564017000492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,8,8,0,2,tatlı,gofret,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,8,8,8,,,,,,,,,257.1564017000492,,,,,,,,,,,,,,,,,257.1525724999956,257.16243190004025,258.6486639000359,258.6532788000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,9,9,0,2,tatlı,lokum,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,9,9,9,,,,,,,,,258.6532788000186,,,,,,,,,,,,,,,,,258.64968240004964,258.665918600047,260.1519327000133,260.15627600002335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,10,10,0,2,tatlı,şerbet,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,10,10,10,,,,,,,,,260.15627600002335,,,,,,,,,,,,,,,,,260.1532972000423,260.16236070002196,261.64851840003394,261.653271600022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,11,11,0,2,tatlı,meyve,TR,space,0.79989939997904,None,,,,,,,,,,,,,,,0,5,5,1,0,11,11,11,,,,,,,,,261.653271600022,,,,,,,,,,,,,,,,,261.6495557000162,261.66544780001277,263.15125410002656,263.3739959000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,0,0,0,,,,,space,0.79989939997904,None,50 - 18 = 32,right,right,1.5002052999916486,None,,,,,,,,,,0,5,5,1,,,,,0,0,0,8,,,,,263.3739959000377,,,,,,,,,,,,,,,,,,,,,263.15243910002755,263.1524719000445,263.36721920000855,263.3739959000377,263.3739959000377,263.3739959000377,264.87867710000137,right,1.5002052999916486,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,1,1,0,,,,,space,0.79989939997904,None,13 + 14 = 26,left,left,0.7982414999860339,None,,,,,,,,,,0,5,5,1,,,,,0,1,1,29,,,,,264.8841149000218,,,,,,,,,,,,,,,,,,,,,,,264.8801101000281,264.8841149000218,264.8841149000218,264.8841149000218,265.6850375000504,left,0.7982414999860339,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,2,2,0,,,,,space,0.79989939997904,None,30 + 44 = 73,left,left,1.1045597000047565,None,,,,,,,,,,0,5,5,1,,,,,0,2,2,25,,,,,265.68958800000837,,,,,,,,,,,,,,,,,,,,,,,265.68638010002906,265.68958800000837,265.68958800000837,265.68958800000837,266.7998317000456,left,1.1045597000047565,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,3,3,0,,,,,space,0.79989939997904,None,32 + 41 = 70,left,left,0.8534598999540322,None,,,,,,,,,,0,5,5,1,,,,,0,3,3,34,,,,,266.8047093000496,,,,,,,,,,,,,,,,,,,,,,,266.8011786999996,266.8047093000496,266.8047093000496,266.8047093000496,267.6621771000209,left,0.8534598999540322,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,4,4,0,,,,,space,0.79989939997904,None,44 + 5 = 49,right,right,0.9877374999923632,None,,,,,,,,,,0,5,5,1,,,,,0,4,4,16,,,,,267.6707208000007,,,,,,,,,,,,,,,,,,,,,,,267.66352500003995,267.6707208000007,267.6707208000007,267.6707208000007,268.6604567000177,right,0.9877374999923632,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,5,5,0,,,,,space,0.79989939997904,None,40 - 22 = 19,left,left,0.9286992999841459,None,,,,,,,,,,0,5,5,1,,,,,0,5,5,24,,,,,268.6653929000022,,,,,,,,,,,,,,,,,,,,,,,268.6618209000444,268.6653929000022,268.6653929000022,268.6653929000022,269.59974040003726,left,0.9286992999841459,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,6,6,0,,,,,space,0.79989939997904,None,19 + 11 = 30,right,right,0.7413206999772228,None,,,,,,,,,,0,5,5,1,,,,,0,6,6,33,,,,,269.6049735000124,,,,,,,,,,,,,,,,,,,,,,,269.60122240002966,269.6049735000124,269.6049735000124,269.6049735000124,270.3514290000312,right,0.7413206999772228,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,7,7,0,,,,,space,0.79989939997904,None,18 + 6 = 24,right,right,0.9260568000026979,None,,,,,,,,,,0,5,5,1,,,,,0,7,7,18,,,,,270.3562998000416,,,,,,,,,,,,,,,,,,,,,,,270.35275330004515,270.3562998000416,270.3562998000416,270.3562998000416,271.2848190999939,right,0.9260568000026979,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,8,8,0,,,,,space,0.79989939997904,None,37 + 41 = 78,right,right,1.2645779000013135,None,,,,,,,,,,0,5,5,1,,,,,0,8,8,20,,,,,271.28951080003753,,,,,,,,,,,,,,,,,,,,,,,271.2861492999946,271.28951080003753,271.28951080003753,271.28951080003753,272.5573118000175,right,1.2645779000013135,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,9,9,0,,,,,space,0.79989939997904,None,5 + 6 = 6,left,left,0.7681500000180677,None,,,,,,,,,,0,5,5,1,,,,,0,9,9,13,,,,,272.5621562000015,,,,,,,,,,,,,,,,,,,,,,,272.5586510000285,272.5621562000015,272.5621562000015,272.5621562000015,273.33396770001855,left,0.7681500000180677,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,10,10,0,,,,,space,0.79989939997904,None,24 + 8 = 32,right,right,0.646883399982471,None,,,,,,,,,,0,5,5,1,,,,,0,10,10,14,,,,,273.33917460002704,,,,,,,,,,,,,,,,,,,,,,,273.3353877000045,273.33917460002704,273.33917460002704,273.33917460002704,273.98753860004945,right,0.646883399982471,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,11,11,0,,,,,space,0.79989939997904,None,35 - 26 = 7,left,left,0.8256930999923497,None,,,,,,,,,,0,5,5,1,,,,,0,11,11,17,,,,,273.9924951000139,,,,,,,,,,,,,,,,,,,,,,,273.98887410003226,273.9924951000139,273.9924951000139,273.9924951000139,274.82425280002644,left,0.8256930999923497,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,12,12,0,,,,,space,0.79989939997904,None,19 - 15 = 3,left,left,1.0054421999957412,None,,,,,,,,,,0,5,5,1,,,,,0,12,12,7,,,,,274.8287740999949,,,,,,,,,,,,,,,,,,,,,,,274.8256920000422,274.8287740999949,274.8287740999949,274.8287740999949,275.8359460000065,left,1.0054421999957412,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,13,13,0,,,,,space,0.79989939997904,None,19 + 33 = 53,left,left,1.0488863000064157,None,,,,,,,,,,0,5,5,1,,,,,0,13,13,4,,,,,275.84129870001925,,,,,,,,,,,,,,,,,,,,,,,275.83739610004704,275.84129870001925,275.84129870001925,275.84129870001925,276.89662940002745,left,1.0488863000064157,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,14,14,0,,,,,space,0.79989939997904,None,11 + 10 = 21,right,right,0.748425199999474,None,,,,,,,,,,0,5,5,1,,,,,0,14,14,19,,,,,276.90170510002645,,,,,,,,,,,,,,,,,,,,,,,276.89803300000494,276.90170510002645,276.90170510002645,276.90170510002645,277.65408150001895,right,0.748425199999474,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,15,15,0,,,,,space,0.79989939997904,None,38 - 28 = 10,right,None,,,,,,,,,,,,0,5,5,1,,,,,0,15,15,32,,,,,277.65908010001294,,,,,,,,,,,,,,,,,,,,,,,277.6553944000043,277.65908010001294,277.65908010001294,277.65908010001294,278.16134809999494,None,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,0,0,0,2,,,TR,space,0.79989939997904,None,,left,,,,saat,distractor,space,0.9467441999586299,None,left,1,4.525145799969323,None,0,5,5,1,,,,,,,,,0,0,0,3,279.1250293000485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.1628939000075,278.1674692000379,278.1674692000379,279.11478980001993,space,0.9467441999586299,None,279.121265600028,279.1250293000485,279.1250293000485,279.1250293000485,283.65398290002486,left,1,4.525145799969323,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,1,1,0,2,,,TR,space,0.79989939997904,None,,left,,,,kalem,distractor,space,0.9467441999586299,None,left,1,0.7510784000041895,None,0,5,5,1,,,,,,,,,0,1,1,2,283.65898980002385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.65500850003446,283.65898980002385,283.65898980002385,283.65898980002385,284.41156640002737,left,1,0.7510784000041895,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,2,2,0,2,,,TR,space,0.79989939997904,None,,left,,,,tatlı,critical_lure,space,0.9467441999586299,None,right,0,0.5774591999943368,None,0,5,5,1,,,,,,,,,0,2,2,4,284.4166002999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.41258950001793,284.4166002999991,284.4166002999991,284.4166002999991,284.99607450002804,right,0,0.5774591999943368,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,3,3,0,2,,,TR,space,0.79989939997904,None,,right,,,,bal,old,space,0.9467441999586299,None,right,1,0.5184293000493199,None,0,5,5,1,,,,,,,,,0,3,3,1,285.00374160002684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.99700020003365,285.00374160002684,285.00374160002684,285.00374160002684,285.5267477000016,right,1,0.5184293000493199,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,4,4,0,2,,,TR,space,0.79989939997904,None,,right,,,,şeker,old,space,0.9467441999586299,None,right,1,0.5744012999930419,None,0,5,5,1,,,,,,,,,0,4,4,0,285.5316756000393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.52777800004696,285.5316756000393,285.5316756000393,285.5316756000393,286.108623200038,right,1,0.5744012999930419,None,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
2,12:24,5:10,5,5,0,,,,,space,0.79989939997904,None,,,,,,,,space,0.9467441999586299,None,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.10968510003295,286.1146645999979,289.1073821000173,289.1024869999965,pilot,001,2026-05-09_22h58.25.245,false_memory_experiment,,2026.1.3,165.0840607711841,2026-05-09 22h58.25.410205 +0300,
